route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_id_event
601-13183,JUNE24-D08CAR-1_Weekday,10601000021338-JUNE24,,1,6010101,6010002_JUNE24,59784570-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021218-JUNE24,,1,6010101,6010002_JUNE24,59784571-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021238-JUNE24,,1,6010200,6010002_JUNE24,59784572-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021318-JUNE24,,1,6010200,6010002_JUNE24,59784573-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021358-JUNE24,,1,6010200,6010002_JUNE24,59784574-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021438-JUNE24,,1,6010402,6010002_JUNE24,59784575-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021418-JUNE24,,1,6010302,6010002_JUNE24,59784576-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021538-JUNE24,,1,6010302,6010002_JUNE24,59784577-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021518-JUNE24,,1,6010402,6010002_JUNE24,59784578-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021458-JUNE24,,1,6010302,6010002_JUNE24,59784579-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021558-JUNE24,,1,6010402,6010002_JUNE24,59784580-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021637-JUNE24,,1,6010402,6010002_JUNE24,59784581-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021818-JUNE24,,1,6010302,6010002_JUNE24,59784582-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021618-JUNE24,,1,6010302,6010002_JUNE24,59784583-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021657-JUNE24,,1,6010302,6010002_JUNE24,59784584-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021758-JUNE24,,1,6010402,6010002_JUNE24,59784585-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021717-JUNE24,,1,6010402,6010002_JUNE24,59784586-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021838-JUNE24,,1,6010402,6010002_JUNE24,59784587-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021738-JUNE24,,1,6010302,6010002_JUNE24,59784588-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021858-JUNE24,,1,6010302,6010002_JUNE24,59784589-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000022018-JUNE24,,1,6010302,6010002_JUNE24,59784590-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021918-JUNE24,,1,6010402,6010002_JUNE24,59784591-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021938-JUNE24,,1,6010302,6010002_JUNE24,59784592-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000021958-JUNE24,,1,6010402,6010002_JUNE24,59784593-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-1_Weekday,10601000022038-JUNE24,,1,6010402,6010002_JUNE24,59784594-JUNE24-D08CAR-1_Weekday
601-13183,JUNE24-D08CAR-2_Saturday,60601000022120-JUNE24,,1,6010402,6010002_JUNE24,59784607-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000022140-JUNE24,,1,6010302,6010002_JUNE24,59784608-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000022159-JUNE24,,1,6010402,6010002_JUNE24,59784609-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000022219-JUNE24,,1,6010302,6010002_JUNE24,59784610-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000022239-JUNE24,,1,6010402,6010002_JUNE24,59784611-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000032234-JUNE24,,0,6010302,6010003_JUNE24,59784612-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010555-JUNE24,,0,6010101,6010001_JUNE24,59784613-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000032135-JUNE24,,0,6010402,6010003_JUNE24,59784614-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000032155-JUNE24,,0,6010302,6010003_JUNE24,59784615-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000032214-JUNE24,,0,6010402,6010003_JUNE24,59784616-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000032254-JUNE24,,0,6010402,6010003_JUNE24,59784617-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000012055-JUNE24,,0,6010402,6010001_JUNE24,59784618-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000022100-JUNE24,,1,6010302,6010002_JUNE24,59784619-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000012115-JUNE24,,0,6010302,6010001_JUNE24,59784620-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000012035-JUNE24,,0,6010302,6010001_JUNE24,59784621-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000012015-JUNE24,,0,6010402,6010001_JUNE24,59784622-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011955-JUNE24,,0,6010302,6010001_JUNE24,59784623-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011935-JUNE24,,0,6010402,6010001_JUNE24,59784624-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011915-JUNE24,,0,6010302,6010001_JUNE24,59784625-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011855-JUNE24,,0,6010402,6010001_JUNE24,59784626-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011835-JUNE24,,0,6010302,6010001_JUNE24,59784627-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011735-JUNE24,,0,6010402,6010001_JUNE24,59784628-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011715-JUNE24,,0,6010302,6010001_JUNE24,59784629-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011815-JUNE24,,0,6010402,6010001_JUNE24,59784630-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011755-JUNE24,,0,6010302,6010001_JUNE24,59784631-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011655-JUNE24,,0,6010402,6010001_JUNE24,59784632-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011515-JUNE24,,0,6010302,6010001_JUNE24,59784633-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011555-JUNE24,,0,6010302,6010001_JUNE24,59784634-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011635-JUNE24,,0,6010302,6010001_JUNE24,59784635-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011615-JUNE24,,0,6010402,6010001_JUNE24,59784636-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011215-JUNE24,,0,6010200,6010001_JUNE24,59784637-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011435-JUNE24,,0,6010302,6010001_JUNE24,59784638-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011455-JUNE24,,0,6010402,6010001_JUNE24,59784639-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011535-JUNE24,,0,6010402,6010001_JUNE24,59784640-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011415-JUNE24,,0,6010200,6010001_JUNE24,59784641-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011235-JUNE24,,0,6010101,6010001_JUNE24,59784642-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011315-JUNE24,,0,6010101,6010001_JUNE24,59784643-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011155-JUNE24,,0,6010101,6010001_JUNE24,59784644-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011355-JUNE24,,0,6010101,6010001_JUNE24,59784645-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011335-JUNE24,,0,6010200,6010001_JUNE24,59784646-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011255-JUNE24,,0,6010200,6010001_JUNE24,59784647-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011035-JUNE24,,0,6010101,6010001_JUNE24,59784648-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011055-JUNE24,,0,6010200,6010001_JUNE24,59784649-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011115-JUNE24,,0,6010101,6010001_JUNE24,59784650-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010955-JUNE24,,0,6010101,6010001_JUNE24,59784651-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011135-JUNE24,,0,6010200,6010001_JUNE24,59784652-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000011015-JUNE24,,0,6010200,6010001_JUNE24,59784653-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010935-JUNE24,,0,6010200,6010001_JUNE24,59784654-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010915-JUNE24,,0,6010101,6010001_JUNE24,59784655-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010735-JUNE24,,0,6010200,6010001_JUNE24,59784656-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010815-JUNE24,,0,6010200,6010001_JUNE24,59784657-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010835-JUNE24,,0,6010101,6010001_JUNE24,59784658-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010715-JUNE24,,0,6010101,6010001_JUNE24,59784659-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010855-JUNE24,,0,6010200,6010001_JUNE24,59784660-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010755-JUNE24,,0,6010101,6010001_JUNE24,59784661-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010655-JUNE24,,0,6010200,6010001_JUNE24,59784662-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020620-JUNE24,,1,6010101,6010002_JUNE24,59784663-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020540-JUNE24,,1,6010101,6010002_JUNE24,59784664-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010635-JUNE24,,0,6010101,6010001_JUNE24,59784665-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000010615-JUNE24,,0,6010200,6010001_JUNE24,59784666-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020820-JUNE24,,1,6010101,6010002_JUNE24,59784667-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020658-JUNE24,,1,6010101,6010002_JUNE24,59784668-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020640-JUNE24,,1,6010200,6010002_JUNE24,59784669-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020600-JUNE24,,1,6010200,6010002_JUNE24,59784670-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020718-JUNE24,,1,6010200,6010002_JUNE24,59784671-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020739-JUNE24,,1,6010101,6010002_JUNE24,59784672-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020920-JUNE24,,1,6010200,6010002_JUNE24,59784673-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020800-JUNE24,,1,6010200,6010002_JUNE24,59784674-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020840-JUNE24,,1,6010200,6010002_JUNE24,59784675-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020900-JUNE24,,1,6010101,6010002_JUNE24,59784676-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000020940-JUNE24,,1,6010101,6010002_JUNE24,59784677-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021040-JUNE24,,1,6010200,6010002_JUNE24,59784678-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021020-JUNE24,,1,6010101,6010002_JUNE24,59784679-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021120-JUNE24,,1,6010200,6010002_JUNE24,59784680-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021000-JUNE24,,1,6010200,6010002_JUNE24,59784681-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021100-JUNE24,,1,6010101,6010002_JUNE24,59784682-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021140-JUNE24,,1,6010101,6010002_JUNE24,59784683-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021200-JUNE24,,1,6010200,6010002_JUNE24,59784684-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021340-JUNE24,,1,6010101,6010002_JUNE24,59784685-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021300-JUNE24,,1,6010101,6010002_JUNE24,59784686-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021400-JUNE24,,1,6010200,6010002_JUNE24,59784687-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021240-JUNE24,,1,6010200,6010002_JUNE24,59784688-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021220-JUNE24,,1,6010101,6010002_JUNE24,59784689-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021320-JUNE24,,1,6010200,6010002_JUNE24,59784690-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021540-JUNE24,,1,6010302,6010002_JUNE24,59784691-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021500-JUNE24,,1,6010302,6010002_JUNE24,59784692-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021420-JUNE24,,1,6010302,6010002_JUNE24,59784693-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021440-JUNE24,,1,6010402,6010002_JUNE24,59784694-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021740-JUNE24,,1,6010302,6010002_JUNE24,59784695-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021620-JUNE24,,1,6010302,6010002_JUNE24,59784696-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021600-JUNE24,,1,6010402,6010002_JUNE24,59784697-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021520-JUNE24,,1,6010402,6010002_JUNE24,59784698-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021638-JUNE24,,1,6010402,6010002_JUNE24,59784699-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021658-JUNE24,,1,6010302,6010002_JUNE24,59784700-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021840-JUNE24,,1,6010402,6010002_JUNE24,59784701-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021718-JUNE24,,1,6010402,6010002_JUNE24,59784702-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021800-JUNE24,,1,6010402,6010002_JUNE24,59784703-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021820-JUNE24,,1,6010302,6010002_JUNE24,59784704-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021900-JUNE24,,1,6010302,6010002_JUNE24,59784705-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000022000-JUNE24,,1,6010402,6010002_JUNE24,59784706-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021920-JUNE24,,1,6010402,6010002_JUNE24,59784707-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000022040-JUNE24,,1,6010402,6010002_JUNE24,59784708-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000021940-JUNE24,,1,6010302,6010002_JUNE24,59784709-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-2_Saturday,60601000022020-JUNE24,,1,6010302,6010002_JUNE24,59784710-JUNE24-D08CAR-2_Saturday
601-13183,JUNE24-D08CAR-3_Sunday,70601000022120-JUNE24,,1,6010402,6010002_JUNE24,59784720-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000022140-JUNE24,,1,6010302,6010002_JUNE24,59784721-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000022159-JUNE24,,1,6010402,6010002_JUNE24,59784722-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000022219-JUNE24,,1,6010302,6010002_JUNE24,59784723-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000022239-JUNE24,,1,6010402,6010002_JUNE24,59784724-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000010555-JUNE24,,0,6010101,6010001_JUNE24,59784725-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000032135-JUNE24,,0,6010402,6010003_JUNE24,59784726-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000032155-JUNE24,,0,6010302,6010003_JUNE24,59784727-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000032214-JUNE24,,0,6010402,6010003_JUNE24,59784728-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000032254-JUNE24,,0,6010402,6010003_JUNE24,59784729-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000032234-JUNE24,,0,6010302,6010003_JUNE24,59784730-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000012055-JUNE24,,0,6010402,6010001_JUNE24,59784731-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000022100-JUNE24,,1,6010302,6010002_JUNE24,59784732-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000012115-JUNE24,,0,6010302,6010001_JUNE24,59784733-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000012035-JUNE24,,0,6010302,6010001_JUNE24,59784734-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000012015-JUNE24,,0,6010402,6010001_JUNE24,59784735-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011955-JUNE24,,0,6010302,6010001_JUNE24,59784736-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011935-JUNE24,,0,6010402,6010001_JUNE24,59784737-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011915-JUNE24,,0,6010302,6010001_JUNE24,59784738-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011855-JUNE24,,0,6010402,6010001_JUNE24,59784739-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011835-JUNE24,,0,6010302,6010001_JUNE24,59784740-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011815-JUNE24,,0,6010402,6010001_JUNE24,59784741-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011755-JUNE24,,0,6010302,6010001_JUNE24,59784742-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011735-JUNE24,,0,6010402,6010001_JUNE24,59784743-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011715-JUNE24,,0,6010302,6010001_JUNE24,59784744-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011655-JUNE24,,0,6010402,6010001_JUNE24,59784745-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011635-JUNE24,,0,6010302,6010001_JUNE24,59784746-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011515-JUNE24,,0,6010302,6010001_JUNE24,59784747-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011455-JUNE24,,0,6010402,6010001_JUNE24,59784748-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011615-JUNE24,,0,6010402,6010001_JUNE24,59784749-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011555-JUNE24,,0,6010302,6010001_JUNE24,59784750-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011535-JUNE24,,0,6010402,6010001_JUNE24,59784751-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011435-JUNE24,,0,6010302,6010001_JUNE24,59784752-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011315-JUNE24,,0,6010101,6010001_JUNE24,59784753-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011415-JUNE24,,0,6010200,6010001_JUNE24,59784754-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011235-JUNE24,,0,6010101,6010001_JUNE24,59784755-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011015-JUNE24,,0,6010200,6010001_JUNE24,59784756-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011255-JUNE24,,0,6010200,6010001_JUNE24,59784757-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011355-JUNE24,,0,6010101,6010001_JUNE24,59784758-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011215-JUNE24,,0,6010200,6010001_JUNE24,59784759-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011035-JUNE24,,0,6010101,6010001_JUNE24,59784760-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011335-JUNE24,,0,6010200,6010001_JUNE24,59784761-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011155-JUNE24,,0,6010101,6010001_JUNE24,59784762-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011055-JUNE24,,0,6010200,6010001_JUNE24,59784763-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011115-JUNE24,,0,6010101,6010001_JUNE24,59784764-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000011135-JUNE24,,0,6010200,6010001_JUNE24,59784765-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000010955-JUNE24,,0,6010101,6010001_JUNE24,59784766-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000010935-JUNE24,,0,6010200,6010001_JUNE24,59784767-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000010815-JUNE24,,0,6010200,6010001_JUNE24,59784768-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000010855-JUNE24,,0,6010200,6010001_JUNE24,59784769-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000010715-JUNE24,,0,6010101,6010001_JUNE24,59784770-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000010915-JUNE24,,0,6010101,6010001_JUNE24,59784771-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000010735-JUNE24,,0,6010200,6010001_JUNE24,59784772-JUNE24-D08CAR-3_Sunday
601-13183,JUNE24-D08CAR-3_Sunday,70601000010835-JUNE24,,0,6010101,6010001_JUNE24,59784773-JUNE24-D08CAR-3_Sunday
